word	lemma	method
тутунгъанлар	тутунгъанлар	lem
кенарда	кенарда	lem
ятсырап	ятсырап	lem
аякъкъапларыны	аякъкъапларыны	lem
тюшюргенлер	тюшюргенлер	lem
чагълай	чагълай	lem
козьлер	козьлер	lem
джильвели	джильвели	lem
бакъышлар	бакъышлар	lem
бахт	бахт	lem
отеде	отеде	lem
къырджыман	къырджыман	lem
джигерим	джигерим	lem
экенсинъиз	экенсинъиз	lem
меарет	меарет	lem
бедиет	бедиет	lem
яратмакъ	яратмакъ	lem
эеджанны	эеджанны	lem
рафтаки	рафтаки	lem
къарыштырдым	къарыштырдым	lem
идракле	идракле	lem
саран	саран	lem
сатырларда	сатырларда	lem
мерагъымны	мерагъымны	lem
къысмен	къысмен	lem
къанаатлендириджи	къанаатлендириджи	lem
ятышты	ятышты	lem
языны	языны	lem
дживарында	дживарында	lem
этюдлар	этюдлар	lem
чызгъан	чызгъан	lem
зияретнинъ	зияретнинъ	lem
емиши	емиши	lem
сергилеринде	сергилеринде	lem
алемнинъ	алемнинъ	lem
алгъышларыны	алгъышларыны	lem
къазангъан	къазангъан	lem
талгъын	талгъын	lem
заметле	заметле	lem
котердим	котердим	lem
назарым	назарым	lem
шымшыргъа	шымшыргъа	lem
букюльген	букюльген	lem
джамыны	джамыны	lem
алмакъталар	алмакъталар	lem
титрейлер	титрейлер	lem
сыналар	сыналар	lem
гемилер	гемилер	lem
юзелер	юзелер	lem
бата	бата	lem
джильвеси	джильвеси	lem
эшиткеним	эшиткеним	lem
давуштыр	давуштыр	lem
тёпесинден	тёпесинден	lem
кетиджи	кетиджи	lem
тайярелер	тайярелер	lem
гурюльтисидир	гурюльтисидир	lem
дурултмакъ	дурултмакъ	lem
тюшюнгендже	тюшюнгендже	lem
дюдюк	дюдюк	lem
чалды	чалды	lem
суретни	суретни	lem
налынгъа	налынгъа	lem
табанлы	табанлы	lem
чаблаларны	чаблаларны	lem
илиштирген	илиштирген	lem
дудакъларынынъ	дудакъларынынъ	lem
тюкюриктен	тюкюриктен	lem
сылангъан	сылангъан	lem
ялпангъан	ялпангъан	lem
больмеде	больмеде	lem
тышында	тышында	lem
сергиси	сергиси	lem
дирегине	дирегине	lem
таянгъан	таянгъан	lem
чыкъыкъ	чыкъыкъ	lem
манълайы	манълайы	lem
киргин	киргин	lem
бенъзиме	бенъзиме	lem
тыштан	тыштан	lem
къулюбенъде	къулюбенъде	lem
къадарлыкъ	къадарлыкъ	lem
таныйджакъсынъмы	таныйджакъсынъмы	lem
танымасанъ	танымасанъ	lem
айтмайджагъым	айтмайджагъым	lem
автомобильнинъ	автомобильнинъ	lem
торунымнынъ	торунымнынъ	lem
беклей	беклей	lem
эрлигим	эрлигим	lem
етишир	етишир	lem
татарда	татарда	lem
къылыкълар	къылыкълар	lem
нумюне	нумюне	lem
козеткенимнен	козеткенимнен	lem
кишини	кишини	lem
сездирмедим	сездирмедим	lem
ичиндекилерни	ичиндекилерни	lem
корюшим	корюшим	lem
кельдинъизми	кельдинъизми	lem
чыкъкъаныны	чыкъкъаныны	lem
чыкъувынынъ	чыкъувынынъ	lem
айып	айып	lem
ренк	ренк	lem
севинчли	севинчли	lem
ташлагъаныны	ташлагъаныны	lem
гонъюлини	гонъюлини	lem
корюшювден	корюшювден	lem
бильдирмек	бильдирмек	lem
алидженапсынъыз	алидженапсынъыз	lem
зияретимле	зияретимле	lem
тааджиплендирмек	тааджиплендирмек	lem
акси	акси	lem
унутмагъансынъыз	унутмагъансынъыз	lem
унутмакъмы	унутмакъмы	lem
унутылмай	унутылмай	lem
чекильдим	чекильдим	lem
кирмеси	кирмеси	lem
баре	баре	lem
ишлеринъни	ишлеринъни	lem
машинанынъ	машинанынъ	lem
больмесиндеки	больмесиндеки	lem
ишим	ишим	lem
бите	бите	lem
къоймайджакъ	къоймайджакъ	lem
къавемизни	къавемизни	lem
ичсе	ичсе	lem
къопаджакъмы	къопаджакъмы	lem
машинаны	машинаны	lem
айландырды	айландырды	lem
сурьат	сурьат	lem
чабакълы	чабакълы	lem
дюньясы	дюньясы	lem
гидрогеолог	гидрогеолог	lem
бент	бент	lem
диварларыны	диварларыны	lem
пекитювнинъ	пекитювнинъ	lem
усулынен	усулынен	lem
багъырына	багъырына	lem
атылдым	атылдым	lem
къучакълады	къучакълады	lem
эвалыны	эвалыны	lem
севинип	севинип	lem
къолумнен	къолумнен	lem
якълап	якълап	lem
таптадым	таптадым	lem
къулагъынынъ	къулагъынынъ	lem
кенарындан	кенарындан	lem
опьтим	опьтим	lem
манълайыны	манълайыны	lem
янагъыма	янагъыма	lem
кевдесинен	кевдесинен	lem
кокюсиме	кокюсиме	lem
сыйыкъты	сыйыкъты	lem
тешрифат	тешрифат	lem
кишилик	кишилик	lem
отурдыкъ	отурдыкъ	lem
корюв	корюв	lem
зияретинъизни	зияретинъизни	lem
шахсиетиме	шахсиетиме	lem
итибарынъыз	итибарынъыз	lem
олурмыз	олурмыз	lem
умюдим	умюдим	lem
якъларгъа	якъларгъа	lem
айретли	айретли	lem
нидаларыма	нидаларыма	lem
алырсынъ	алырсынъ	lem
пекитти	пекитти	lem
чалкъангъан	чалкъангъан	lem
араретни	араретни	lem
зеининдеки	зеининдеки	lem
фикирлерни	фикирлерни	lem
шамдам	шамдам	lem
липильдеген	липильдеген	lem
ярыгъыны	ярыгъыны	lem
шейнинъ	шейнинъ	lem
маиетине	маиетине	lem
итибар	итибар	lem
тюшюндже	тюшюндже	lem
козькъапакъларыны	козькъапакъларыны	lem
лафы	лафы	lem
тасавургъа	тасавургъа	lem
таныйджагъынъызгъа	таныйджагъынъызгъа	lem
келювинъизде	келювинъизде	lem
иля	иля	lem
илик	илик	lem
шакирт	шакирт	lem
оджасыны	оджасыны	lem
кимер	кимер	lem
аньанелеримизден	аньанелеримизден	lem
урьметимиз	урьметимиз	lem
сахта	сахта	lem
юзюнъизге	юзюнъизге	lem
къурула	къурула	lem
резалетли	резалетли	lem
чёчамийлер	чёчамийлер	lem
койни	койни	lem
ериндеки	ериндеки	lem
кечинишимиз	кечинишимиз	lem
арткъач	арткъач	lem
бакъмагъа	бакъмагъа	lem
алым	алым	lem
огютини	огютини	lem
куттим	куттим	lem
битирдим	битирдим	lem
авуштым	авуштым	lem
муаллимлик	муаллимлик	lem
директоры	директоры	lem
немселернинъ	немселернинъ	lem
арабалары	арабалары	lem
дерслерим	дерслерим	lem
беллейдирсинъиз	беллейдирсинъиз	lem
чалыкъ	чалыкъ	lem
динълемекте	динълемекте	lem
джыныстан	джыныстан	lem
ашханеге	ашханеге	lem
истегинен	истегинен	lem
ниетимни	ниетимни	lem
къонушайыкъ	къонушайыкъ	lem
куньлюк	куньлюк	lem
вакъытым	вакъытым	lem
поездинен	поездинен	lem
къайтаджагъым	къайтаджагъым	lem
узюльгенини	узюльгенини	lem
эске	эске	lem
муаллимликнинъ	муаллимликнинъ	lem
алы	алы	lem
болюнгенини	болюнгенини	lem
хатырлаттым	хатырлаттым	lem
мевзуда	мевзуда	lem
янашадаки	янашадаки	lem
когерик	когерик	lem
чёкюрли	чёкюрли	lem
манълайындан	манълайындан	lem
сыйпады	сыйпады	lem
къалпакъны	къалпакъны	lem
отургъычы	отургъычы	lem
такъымынен	такъымынен	lem
янымда	янымда	lem
кулюмсиреген	кулюмсиреген	lem
къыркъыкъ	къыркъыкъ	lem
йылтырагъаныны	йылтырагъаныны	lem
арареттен	арареттен	lem
башлагъаны	башлагъаны	lem
афырды	афырды	lem
кельсе	кельсе	lem
авулдысы	авулдысы	lem
севиндим	севиндим	lem
кийди	кийди	lem
саибине	саибине	lem
намуснен	намуснен	lem
виджданнен	виджданнен	lem
эслемек	эслемек	lem
хошнутлыкъле	хошнутлыкъле	lem
оджамны	оджамны	lem
шакирдини	шакирдини	lem
корьмекле	корьмекле	lem
тасвирге	тасвирге	lem
буюрмасыны	буюрмасыны	lem
токъунмады	токъунмады	lem
бенъизиндеки	бенъизиндеки	lem
бунарлы	бунарлы	lem
сорайджакъ	сорайджакъ	lem
давалашаджакъ	давалашаджакъ	lem
оламагъан	оламагъан	lem
фикрий	фикрий	lem
кергинликни	кергинликни	lem
йымшатмакъ	йымшатмакъ	lem
учьтем	учьтем	lem
башкъалар	башкъалар	lem
берильмегени	берильмегени	lem
бедениме	бедениме	lem
бис	бис	lem
санчылды	санчылды	lem
зийрек	зийрек	lem
алыма	алыма	lem
окюндим	окюндим	lem
эзди	эзди	lem
хырпалады	хырпалады	lem
серпиндеси	серпиндеси	lem
алтындам	алтындам	lem
къабургъамнынъ	къабургъамнынъ	lem
къайтавлы	къайтавлы	lem
агърыларынен	агърыларынен	lem
чекишем	чекишем	lem
агъызынъыздан	агъызынъыздан	lem
сёзчиклер	сёзчиклер	lem
эшитильдими	эшитильдими	lem
къулакътан	къулакътан	lem
сёзчиклерден	сёзчиклерден	lem
урулдым	урулдым	lem
дереси	дереси	lem
отларнынъ	отларнынъ	lem
ибаре	ибаре	lem
агъызындан	агъызындан	lem
берювден	берювден	lem
чекинген	чекинген	lem
аякъларынынъ	аякъларынынъ	lem
уджларына	уджларына	lem
тутукъланып	тутукъланып	lem
яшайым	яшайым	lem
къызынен	къызынен	lem
мандалач	мандалач	lem
аджынынъ	аджынынъ	lem
къызыны	къызыны	lem
эриштире	эриштире	lem
азетмей	азетмей	lem
къулагъынъыз	къулагъынъыз	lem
фысылдагъанда	фысылдагъанда	lem
ачувландынъыз	ачувландынъыз	lem
тюрттинъиз	тюрттинъиз	lem
рале	рале	lem
шишеси	шишеси	lem
юварланды	юварланды	lem
былашты	былашты	lem
эмджеси	эмджеси	lem
сёгди	сёгди	lem
этиледжегимни	этиледжегимни	lem
къонушманъыз	къонушманъыз	lem
десенъиз	десенъиз	lem
азапланам	азапланам	lem
сёзлеримнинъ	сёзлеримнинъ	lem
сыкъынтылы	сыкъынтылы	lem
тюзетти	тюзетти	lem
къонуша	къонуша	lem
тюзетюв	тюзетюв	lem
бармады	бармады	lem
сёйленди	сёйленди	lem
тизи	тизи	lem
ойледже	ойледже	lem
болюнген	болюнген	lem
адамысынъ	адамысынъ	lem
ифтихарымсынъ	ифтихарымсынъ	lem
зиетли	зиетли	lem
башынъдаки	башынъдаки	lem
сачларынъ	сачларынъ	lem
къыса	къыса	lem
корюшмегенимиз	корюшмегенимиз	lem
мутерем	мутерем	lem
азмакъ	азмакъ	lem
омюри	омюри	lem
сачларда	сачларда	lem
яшларны	яшларны	lem
гизлеерек	гизлеерек	lem
уфанды	уфанды	lem
тотланды	тотланды	lem
тунч	тунч	lem
бильгениндже	бильгениндже	lem
заводында	заводында	lem
сагъмы	сагъмы	lem
гемисинде	гемисинде	lem
терджиман	терджиман	lem
мектебимизнинъ	мектебимизнинъ	lem
интернатында	интернатында	lem
муребби	муребби	lem
амансыз	амансыз	lem
басмакъ	басмакъ	lem
къабилиет	къабилиет	lem
къардашынъыз	къардашынъыз	lem
янларындаки	янларындаки	lem
татай	татай	lem
къорантамызда	къорантамызда	lem
бизлернинъ	бизлернинъ	lem
аптеси	аптеси	lem
докъсан	докъсан	lem
киевинен	киевинен	lem
фелякетлер	фелякетлер	lem
муаребесинден	муаребесинден	lem
кельмеген	кельмеген	lem
къыяфетли	къыяфетли	lem
ходжалыкъ	ходжалыкъ	lem
догъмушларынынъ	догъмушларынынъ	lem
такъдирлерини	такъдирлерини	lem
къайгъы	къайгъы	lem
суаллериме	суаллериме	lem
сувукъкъанлылыкъ	сувукъкъанлылыкъ	lem
эеджан	эеджан	lem
сездирмеди	сездирмеди	lem
фаджиаларнынъ	фаджиаларнынъ	lem
бергени	бергени	lem
яраларны	яраларны	lem
яшлар	яшлар	lem
къуругъан	къуругъан	lem
кечкенми	кечкенми	lem
махлюкътан	махлюкътан	lem
фаркълы	фаркълы	lem
курешмек	курешмек	lem
догъмушлары	догъмушлары	lem
бергенлер	бергенлер	lem
атешинен	атешинен	lem
якъылгъан	якъылгъан	lem
шеэрлер	шеэрлер	lem
койлер	койлер	lem
къурулды	къурулды	lem
эльсиз	эльсиз	lem
аякъсыз	аякъсыз	lem
ярыджаннен	ярыджаннен	lem
эвлерининъ	эвлерининъ	lem
къапулары	къапулары	lem
седжде	седжде	lem
босагъаны	босагъаны	lem
опип	опип	lem
атлагъан	атлагъан	lem
эркеклернинъ	эркеклернинъ	lem
ольгени	ольгени	lem
къалгъаны	къалгъаны	lem
къоджаларындан	къоджаларындан	lem
келинлер	келинлер	lem
къартайды	къартайды	lem
джеэннеминден	джеэннеминден	lem
осьти	осьти	lem
буюди	буюди	lem
балалары	балалары	lem
торунларына	торунларына	lem
къартбабаларынынъ	къартбабаларынынъ	lem
джесюрликлерини	джесюрликлерини	lem
пулемётларны	пулемётларны	lem
арабаларыны	арабаларыны	lem
орьтти	орьтти	lem
узерлерини	узерлерини	lem
бийледи	бийледи	lem
агъызларындан	агъызларындан	lem
концлагерь	концлагерь	lem
газ	газ	lem
оджагъы	оджагъы	lem
тюшмейлер	тюшмейлер	lem
дедимми	дедимми	lem
тюшюнджелери	тюшюнджелери	lem
суаллерге	суаллерге	lem
джеваплар	джеваплар	lem
мушааделерге	мушааделерге	lem
мусафирим	мусафирим	lem
ольген	ольген	lem
адамларымыз	адамларымыз	lem
яныкълы	яныкълы	lem
джигерлерим	джигерлерим	lem
яздылар	яздылар	lem
себептеп	себептеп	lem
ольгенлерден	ольгенлерден	lem
боздым	боздым	lem
тюшюнмемек	тюшюнмемек	lem
азиз	азиз	lem
девлетни	девлетни	lem
душмандан	душмандан	lem
виляетинде	виляетинде	lem
хуторда	хуторда	lem
джебесинде	джебесинде	lem
къолу	къолу	lem
яралангъан	яралангъан	lem
яшамакъ	яшамакъ	lem
меркезинде	меркезинде	lem
квартира	квартира	lem
заводда	заводда	lem
союны	союны	lem
юрьмейсинъ	юрьмейсинъ	lem
эвини	эвини	lem
ынджынды	ынджынды	lem
ынджыткъан	ынджыткъан	lem
сёзлерим	сёзлерим	lem
мушкюль	мушкюль	lem
аякъны	аякъны	lem
такъып	такъып	lem
такъмакъ	такъмакъ	lem
къасыкъта	къасыкъта	lem
бутюнлей	бутюнлей	lem
кесилип	кесилип	lem
солкъылдады	солкъылдады	lem
яшланды	яшланды	lem
кедерлендирди	кедерлендирди	lem
этесинъ	этесинъ	lem
семиресинъ	семиресинъ	lem
къолтукъ	къолтукъ	lem
таякънен	таякънен	lem
юрьмеге	юрьмеге	lem
юрьмеси	юрьмеси	lem
агъырды	агъырды	lem
къолум	къолум	lem
джансыз	джансыз	lem
эзильген	эзильген	lem
къопкъан	къопкъан	lem
сопа	сопа	lem
парчасы	парчасы	lem
озюнъ	озюнъ	lem
кольмегини	кольмегини	lem
омузыны	омузыны	lem
сыкълетленди	сыкълетленди	lem
чевирдим	чевирдим	lem
къуршуннынъ	къуршуннынъ	lem
тенде	тенде	lem
чукъурлары	чукъурлары	lem
дигерине	дигерине	lem
инджерген	инджерген	lem
кийсеттим	кийсеттим	lem
ерлеримизге	ерлеримизге	lem
сустыкъ	сустыкъ	lem
анълатырсынъ	анълатырсынъ	lem
дейсинъми	дейсинъми	lem
къум	къум	lem
сахраларындаки	сахраларындаки	lem
ертешерлер	ертешерлер	lem
айларнен	айларнен	lem
янъ	янъ	lem
етише	етише	lem
сорамакъ	сорамакъ	lem
етишмейми	етишмейми	lem
догъмушлар	догъмушлар	lem
опькеленюв	опькеленюв	lem
кишинъни	кишинъни	lem
зекясыз	зекясыз	lem
хатиринъни	хатиринъни	lem
имкяным	имкяным	lem
чымкъынды	чымкъынды	lem
сентябрьнинъ	сентябрьнинъ	lem
докъузынджы	докъузынджы	lem
кунюнде	кунюнде	lem
къайракъташ	къайракъташ	lem
заводы	заводы	lem
къасабасы	къасабасы	lem
мезарлыгъында	мезарлыгъында	lem
комдик	комдик	lem
окъуткъан	окъуткъан	lem
тербиелеген	тербиелеген	lem
балаларынъыздан	балаларынъыздан	lem
факультетине	факультетине	lem
талебенъизнинъ	талебенъизнинъ	lem
бахтсыз	бахтсыз	lem
тюшюнмезсинъ	тюшюнмезсинъ	lem
юрекни	юрекни	lem
орьселемек	орьселемек	lem
истемедим	истемедим	lem
кестим	кестим	lem
кучьленди	кучьленди	lem
инъледи	инъледи	lem
джамларыны	джамларыны	lem
япсанъыз	япсанъыз	lem
азырладым	азырладым	lem
къыйыгъындан	къыйыгъындан	lem
мусафирни	мусафирни	lem
къалмасын	къалмасын	lem
мусафиримизге	мусафиримизге	lem
тильнен	тильнен	lem
къапынайыкъ	къапынайыкъ	lem
адамсынъыз	адамсынъыз	lem
къарыны	къарыны	lem
оладжагъыммы	оладжагъыммы	lem
къалмаз	къалмаз	lem
сувар	сувар	lem
ашанайыкъ	ашанайыкъ	lem
дюньянынъ	дюньянынъ	lem
мусафирченлик	мусафирченлик	lem
адетимизге	адетимизге	lem
одама	одама	lem
енъининъ	енъининъ	lem
келир	келир	lem
лафымыз	лафымыз	lem
узюлип	узюлип	lem
якъыларым	якъыларым	lem
къалырсынъыз	къалырсынъыз	lem
зарурет	зарурет	lem
озгъарырым	озгъарырым	lem
вокзалында	вокзалында	lem
беклейджек	беклейджек	lem
джебимде	джебимде	lem
ихтиярымдаки	ихтиярымдаки	lem
интизамлы	интизамлы	lem
файдаланмагъа	файдаланмагъа	lem
борджлум	борджлум	lem
даимиеттен	даимиеттен	lem
хайриетли	хайриетли	lem
тюшюнджелерим	тюшюнджелерим	lem
чыбалды	чыбалды	lem
мусафиримден	мусафиримден	lem
фикирлеримнинъ	фикирлеримнинъ	lem
чагъымда	чагъымда	lem
зеинимде	зеинимде	lem
басылы	басылы	lem
излер	излер	lem
къыйышлы	къыйышлы	lem
къонгъырлы	къонгъырлы	lem
арифлер	арифлер	lem
яздыргъаны	яздыргъаны	lem
арифлерни	арифлерни	lem
эджелеп	эджелеп	lem
окъугъанымыз	окъугъанымыз	lem
мусафирден	мусафирден	lem
секиздеми	секиздеми	lem
секизде	секизде	lem
алманларнынъ	алманларнынъ	lem
кетирдилер	кетирдилер	lem
олмадым	олмадым	lem
къалдынъыз	къалдынъыз	lem
яшынпда	яшынпда	lem
анълай	анълай	lem
кеттинъиз	кеттинъиз	lem
окъутты	окъутты	lem
анъдым	анъдым	lem
шаатсынъыз	шаатсынъыз	lem
сачымны	сачымны	lem
косьтердим	косьтердим	lem
коресинъизми	коресинъизми	lem
тааджипленем	тааджипленем	lem
шеэрли	шеэрли	lem
аятларыны	аятларыны	lem
бизлерни	бизлерни	lem
чагъыра	чагъыра	lem
коюнъиздеки	коюнъиздеки	lem
оджалыгъымнынъ	оджалыгъымнынъ	lem
тарихы	тарихы	lem
эйилик	эйилик	lem
мемлекетни	мемлекетни	lem
акъкъынъызда	акъкъынъызда	lem
акъкъымда	акъкъымда	lem
терджимен	терджимен	lem
адиселер	адиселер	lem
эмиеттен	эмиеттен	lem
фуртуналы	фуртуналы	lem
йылында	йылында	lem
руханий	руханий	lem
къорантада	къорантада	lem
мааллесиндеки	мааллесиндеки	lem
ясатып	ясатып	lem
медениет	медениет	lem
эрбаплар	эрбаплар	lem
етишкен	етишкен	lem
окудылар	окудылар	lem
муаллимлернинъ	муаллимлернинъ	lem
муаребеси	муаребеси	lem
йылы	йылы	lem
аилемизнинъ	аилемизнинъ	lem
агъырлашты	агъырлашты	lem
халама	халама	lem
дайымнынъ	дайымнынъ	lem
бакъкъал	бакъкъал	lem
тюкянында	тюкянында	lem
кяялыкъ	кяялыкъ	lem
чыгъырына	чыгъырына	lem
минген	минген	lem
татиллери	татиллери	lem
ыргъатлыкъ	ыргъатлыкъ	lem
къазанып	къазанып	lem
дарульмуаллиминде	дарульмуаллиминде	lem
тёледим	тёледим	lem
ноябрь	ноябрь	lem
кучьлеринден	кучьлеринден	lem
къурулгъаны	къурулгъаны	lem
муаллими	муаллими	lem
леленкасына	леленкасына	lem
базарындаки	базарындаки	lem
таныша	таныша	lem
чагъыртты	чагъыртты	lem
мектебине	мектебине	lem
йибермек	йибермек	lem
барасынъмы	барасынъмы	lem
дарульмуаллиминнинъ	дарульмуаллиминнинъ	lem
талебесим	талебесим	lem
докъузда	докъузда	lem
шеэримизде	шеэримизде	lem
аярта	аярта	lem
халкъымыз	халкъымыз	lem
инсанлыкъ	инсанлыкъ	lem
укъкъуындан	укъкъуындан	lem
агъанъ	агъанъ	lem
къаладжакъмы	къаладжакъмы	lem
мектеплери	мектеплери	lem
азырлав	азырлав	lem
ишинен	ишинен	lem
мешгъульмиз	мешгъульмиз	lem
битирселер	битирселер	lem
чапик	чапик	lem
волостьларгъа	волостьларгъа	lem
окъутаджакълар	окъутаджакълар	lem
чагъыртып	чагъыртып	lem
къандырув	къандырув	lem
бильгиден	бильгиден	lem
къудретли	къудретли	lem
фикирине	фикирине	lem
аярттылар	аярттылар	lem
сагълыкълаштым	сагълыкълаштым	lem
къыяфетиме	къыяфетиме	lem
джошты	джошты	lem
агъламсырады	агъламсырады	lem
чыкъаяткъанда	чыкъаяткъанда	lem
богъча	богъча	lem
туттырды	туттырды	lem
чорап	чорап	lem
юзьбез	юзьбез	lem
айландыкъ	айландыкъ	lem
туттыкъ	туттыкъ	lem
вадий	вадий	lem
манзарасы	манзарасы	lem
ерлер	ерлер	lem
дахи	дахи	lem
козьлерни	козьлерни	lem
охшайыджы	охшайыджы	lem
быланчыкъ	быланчыкъ	lem
инъильдеп	инъильдеп	lem
ялкъылдап	ялкъылдап	lem
гизлене	гизлене	lem
устюндемиз	устюндемиз	lem
ушюй	ушюй	lem
мос	мос	lem
къаза	къаза	lem
зарарлангъаны	зарарлангъаны	lem
учюн	учюн	lem
секир	секир	lem
аджемийлигим	аджемийлигим	lem
ченгельге	ченгельге	lem
илиштире	илиштире	lem
бисмилля	бисмилля	lem
оламаймы	оламаймы	lem
мараз	мараз	lem
къоркъмайым	къоркъмайым	lem
акъайгъа	акъайгъа	lem
къыйынджа	къыйынджа	lem
айдавджы	айдавджы	lem
аякълары	аякълары	lem
паркалар	паркалар	lem
ядез	ядез	lem
къарма	къарма	lem
къарышыкъ	къарышыкъ	lem
белялы	белялы	lem
къабургъада	къабургъада	lem
баскъыч	баскъыч	lem
вызлы	вызлы	lem
чапкъанынынъ	чапкъанынынъ	lem
тюшмейим	тюшмейим	lem
козюнен	козюнен	lem
мыскъыллагъан	мыскъыллагъан	lem
тюшем	тюшем	lem
явашлата	явашлата	lem
козьлеримнинъ	козьлеримнинъ	lem
эвлисинъми	эвлисинъми	lem
сусам	сусам	lem
кулюмсирейим	кулюмсирейим	lem
чевире	чевире	lem
киминъ	киминъ	lem
агъанъмы	агъанъмы	lem
суалини	суалини	lem
тасдыкълап	тасдыкълап	lem
саллайым	саллайым	lem
юрюшнен	юрюшнен	lem
тиктирип	тиктирип	lem
кийсенъ	кийсенъ	lem
ушюмезсинъ	ушюмезсинъ	lem
зевкъланып	зевкъланып	lem
айтайым	айтайым	lem
кийсе	кийсе	lem
ушюмез	ушюмез	lem
аянлайым	аянлайым	lem
къыздым	къыздым	lem
терлеп	терлеп	lem
ёрулса	ёрулса	lem
энишлегенини	энишлегенини	lem
корьгенинен	корьгенинен	lem
къыздыкъ	къыздыкъ	lem
пешине	пешине	lem
миндик	миндик	lem
тавлы	тавлы	lem
мучелилер	мучелилер	lem
ёрталар	ёрталар	lem
кечмекте	кечмекте	lem
сыгъырны	сыгъырны	lem
къурсагъынынъ	къурсагъынынъ	lem
астыны	астыны	lem
сыйпап	сыйпап	lem
сусмакъталар	сусмакъталар	lem
ахырына	ахырына	lem
еткенде	еткенде	lem
къурт	къурт	lem
эттинъизми	эттинъизми	lem
муаллимге	муаллимге	lem
эслединъизми	эслединъизми	lem
аякъларына	аякъларына	lem
юксеклер	юксеклер	lem
джанбаз	джанбаз	lem
атласа	атласа	lem
къорадан	къорадан	lem
атлаймы	атлаймы	lem
зиянкяр	зиянкяр	lem
къомшуларнынъ	къомшуларнынъ	lem
бостанларыны	бостанларыны	lem
саибини	саибини	lem
къаргъар	къаргъар	lem
сыгъырда	сыгъырда	lem
кеткенде	кеткенде	lem
къайтамыз	къайтамыз	lem
тапылмагъан	тапылмагъан	lem
койлюлернинъ	койлюлернинъ	lem
душманы	душманы	lem
корьдими	корьдими	lem
отлагъан	отлагъан	lem
айван	айван	lem
сыгъырдан	сыгъырдан	lem
феналыкъ	феналыкъ	lem
бойнузыны	бойнузыны	lem
къурсагъына	къурсагъына	lem
саныча	саныча	lem
ичеклери	ичеклери	lem
акътарылып	акътарылып	lem
яшамай	яшамай	lem
сыгъырлар	сыгъырлар	lem
энишледи	энишледи	lem
фурун	фурун	lem
ясайджакъ	ясайджакъ	lem
ниеттен	ниеттен	lem
вазгечти	вазгечти	lem
агъанен	агъанен	lem
фурунджы	фурунджы	lem
огюмизге	огюмизге	lem
янтыкъ	янтыкъ	lem
мешребе	мешребе	lem
танышым	танышым	lem
агъанъыз	агъанъыз	lem
окъудыкъ	окъудыкъ	lem
фурунджыны	фурунджыны	lem
кесмесини	кесмесини	lem
талашты	талашты	lem
бердирмеди	бердирмеди	lem
копюр	копюр	lem
агъадан	агъадан	lem
вариет	вариет	lem
фукъарелернинъ	фукъарелернинъ	lem
волостьта	волостьта	lem
богъдайынынъ	богъдайынынъ	lem
пудундан	пудундан	lem
фунт	фунт	lem
капич	капич	lem
къайдадыр	къайдадыр	lem
акимиеттен	акимиеттен	lem
мулькиетинден	мулькиетинден	lem
переден	переден	lem
айырылды	айырылды	lem
чукъурлы	чукъурлы	lem
энишли	энишли	lem
ёкъушлы	ёкъушлы	lem
копчеги	копчеги	lem
чыкъса	чыкъса	lem
чукъургъа	чукъургъа	lem
кочерлери	кочерлери	lem
чытырдайлар	чытырдайлар	lem
етишеджек	етишеджек	lem
инъильтилер	инъильтилер	lem
эшитиле	эшитиле	lem
багъчалар	багъчалар	lem
тюшмекте	тюшмекте	lem
ойнатып	ойнатып	lem
торуларым	торуларым	lem
яздыкъ	яздыкъ	lem
ташлай	ташлай	lem
урмай	урмай	lem
урмакъ	урмакъ	lem
ельаякълылар	ельаякълылар	lem
ёртып	ёртып	lem
авулдагъаны	авулдагъаны	lem
сыгъырларнынъ	сыгъырларнынъ	lem
магърагъаны	магърагъаны	lem
джамлы	джамлы	lem
ярыкълы	ярыкълы	lem
копюрге	копюрге	lem
булунаджакъсынъыз	булунаджакъсынъыз	lem
корюширмиз	корюширмиз	lem
экинъизге	экинъизге	lem
кольгеси	кольгеси	lem
леленканынъ	леленканынъ	lem
сагъыма	сагъыма	lem
айретке	айретке	lem
юрьдим	юрьдим	lem
табиий	табиий	lem
дагълы	дагълы	lem
инъильтили	инъильтили	lem
эндиден	эндиден	lem
эсрарлы	эсрарлы	lem
яшайджагъым	яшайджагъым	lem
муджизелилигине	муджизелилигине	lem
айретленип	айретленип	lem
туварды	туварды	lem
ахыргъа	ахыргъа	lem
къапады	къапады	lem
басамакълы	басамакълы	lem
яныма	яныма	lem
эвимиз	эвимиз	lem
къыр	къыр	lem
саркъып	саркъып	lem
янымыздаки	янымыздаки	lem
къавеханемиз	къавеханемиз	lem
дегенинден	дегенинден	lem
демекми	демекми	lem
озюнинъкими	озюнинъкими	lem
меселелерни	меселелерни	lem
анълашылмайджакъ	анълашылмайджакъ	lem
мердивенден	мердивенден	lem
тюштик	тюштик	lem
къондым	къондым	lem
аилесинен	аилесинен	lem
сыджакъкъанлы	сыджакъкъанлы	lem
ельаякъ	ельаякъ	lem
такъдирледи	такъдирледи	lem
тафсилятынен	тафсилятынен	lem
четтеки	четтеки	lem
ханеде	ханеде	lem
яткъыздылар	яткъыздылар	lem
теренде	теренде	lem
эшитилип	эшитилип	lem
сёзлеримден	сёзлеримден	lem
черелери	черелери	lem
боягъа	боягъа	lem
